Course,Section,Year,Exam_Type,Exam_Start_Time,Exam_End_Time,Building,Room,Rows_From,Row_Start,Row_End
COMP 208,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2023 at 9:00 AM,25-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,1-12,AAA,ZZZ
COMP 251,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2023 at 2:00 PM,25-Apr-2023 at 5:00 PM,GYM,MAIN GYM,5-28,AAA,ZZZ
COMP 252,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,17-Apr-2023 at 9:00 AM,17-Apr-2023 at 12:00 PM,LEA,219,AAA,ZZZ,
COMP 273,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 9:00 AM,21-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,17-28,AAA,ZZZ
COMP 303,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2023 at 9:00 AM,25-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,19-28,AAA,ZZZ
COMP 310,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,28-Apr-2023 at 9:00 AM,28-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,8-20,AAA,ZZZ
COMP 330,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Apr-2023 at 2:00 PM,20-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,8-10,AAA,ZZZ
COMP 360,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,GYM,MAIN GYM,9-20,AAA,ZZZ
COMP 362,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 2:00 PM,26-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,6-8,AAA,ZZZ
COMP 421,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Apr-2023 at 9:00 AM,14-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,1-16,AAA,ZZZ
COMP 527,1,W2023,ONLINE - TAKE-HOME - 72 HOURS,18-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,TAKE,HOME,AAA,ZZZ,
COMP 540,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,20,AAA,ZZZ
COMP 553,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2023 at 2:00 PM,25-Apr-2023 at 5:00 PM,GYM,MAIN GYM,30-33,AAA,ZZZ
COMP 562,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,20-Apr-2023 at 2:00 PM,20-Apr-2023 at 5:00 PM,ENGTR,70,AAA,ZZZ,
COMS 230,1,W2023,ONLINE - TAKE-HOME - 72 HOURS,17-Apr-2023 at 9:00 AM,20-Apr-2023 at 12:00 PM,TAKE,HOME,AAA,ZZZ,
EAST 213,1,W2023,ONLINE - TAKE-HOME - 1 WEEK,14-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,TAKE,HOME,AAA,ZZZ,
EAST 220D2,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 2:00 PM,26-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,42-43,AAA,ZZZ
EAST 220D2,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 2:00 PM,26-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,42-43,AAA,ZZZ
EAST 230D2,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,40-41,AAA,ZZZ
EAST 230D2,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,40-41,AAA,ZZZ
EAST 240D2,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2023 at 9:00 AM,18-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,28-30,AAA,ZZZ
EAST 240D2,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2023 at 9:00 AM,18-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,28-30,AAA,ZZZ
EAST 240D2,3,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2023 at 9:00 AM,18-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,28-30,AAA,ZZZ
EAST 242,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,25-Apr-2023 at 2:00 PM,25-Apr-2023 at 5:00 PM,SH688,365,AAA,ZZZ,
EAST 306,1,W2023,ONLINE - TAKE-HOME - 72 HOURS,17-Apr-2023 at 9:00 AM,20-Apr-2023 at 12:00 PM,TAKE,HOME,AAA,ZZZ,
EAST 320D2,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Apr-2023 at 2:00 PM,19-Apr-2023 at 5:00 PM,FERR,456,AAA,ZZZ,
EAST 330D2,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2023 at 2:00 PM,26-Apr-2023 at 5:00 PM,SH688,365,AAA,ZZZ,
EAST 330D2,2,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2023 at 2:00 PM,26-Apr-2023 at 5:00 PM,SH688,365,AAA,ZZZ,
EAST 340D2,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2023 at 2:00 PM,26-Apr-2023 at 5:00 PM,ARTS,260,AAA,ZZZ,
EAST 340D2,2,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2023 at 2:00 PM,26-Apr-2023 at 5:00 PM,ARTS,260,AAA,ZZZ,
EAST 342,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,SH688,223,AAA,ZZZ,
EAST 430D2,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Apr-2023 at 2:00 PM,18-Apr-2023 at 5:00 PM,LEA,109,AAA,ZZZ,
EAST 440D2,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,27-Apr-2023 at 2:00 PM,27-Apr-2023 at 5:00 PM,SH688,223,AAA,ZZZ,
EAST 540D2,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Apr-2023 at 9:00 AM,19-Apr-2023 at 12:00 PM,SH688,223,AAA,ZZZ,
ECON 208,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,27-Apr-2023 at 9:00 AM,27-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,31-41,AAA,ZZZ
ECON 209,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,1-11,AAA,ZZZ
ECON 209,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,12-17,AAA,ZZZ
ECON 209,3,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,1-11,AAA,ZZZ
ECON 227D2,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 9:00 AM,21-Apr-2023 at 12:00 PM,GYM,MAIN GYM,3-9,AAA,ZZZ
ECON 227D2,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 9:00 AM,21-Apr-2023 at 12:00 PM,GYM,MAIN GYM,10-19,AAA,ZZZ
ECON 230D2,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Apr-2023 at 9:00 AM,14-Apr-2023 at 12:00 PM,GYM,MAIN GYM,15-26,AAA,ZZZ
ECON 230D2,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Apr-2023 at 9:00 AM,14-Apr-2023 at 12:00 PM,GYM,MAIN GYM,28-35,AAA,ZZZ
ECON 250D2,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 9:00 AM,21-Apr-2023 at 12:00 PM,GYM,MAIN GYM,37-40,AAA,ZZZ
ECON 257D2,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,24-25,AAA,ZZZ
ECON 295,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,GYM,MAIN GYM,1-10,AAA,ZZZ
ECON 295,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,GYM,MAIN GYM,11-20,AAA,ZZZ
ECON 304,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,27-Apr-2023 at 2:00 PM,27-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,1-8,AAA,ZZZ
ECON 310,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2023 at 9:00 AM,17-Apr-2023 at 12:00 PM,GYM,MAIN GYM,24-27,AAA,ZZZ
ECON 313,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2023 at 9:00 AM,24-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,18-25,AAA,ZZZ
ECON 314,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2023 at 2:00 PM,25-Apr-2023 at 5:00 PM,GYM,MAIN GYM,34-39,AAA,ZZZ
ECON 330D2,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,GYM,MAIN GYM,21-31,AAA,ZZZ
ECON 330D2,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,GYM,MAIN GYM,32-37,AAA,ZZZ
ECON 338,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Apr-2023 at 2:00 PM,20-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,44-45,AAA,ZZZ
ECON 348,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2023 at 9:00 AM,17-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,33-35,AAA,ZZZ
ECON 352D2,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Apr-2023 at 9:00 AM,14-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,42-44,AAA,ZZZ
ECON 406,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2023 at 9:00 AM,24-Apr-2023 at 12:00 PM,GYM,408,1-7,AAA,ZZZ
ECON 409,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,27-Apr-2023 at 9:00 AM,27-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,21-22,AAA,ZZZ
ECON 420,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,LEA,210,AAA,ZZZ,
ECON 424,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2023 at 2:00 PM,19-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,35-37,AAA,ZZZ
ECON 447,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,21-22,AAA,ZZZ
ECON 450,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Apr-2023 at 2:00 PM,20-Apr-2023 at 5:00 PM,GYM,MAIN GYM,38-41,AAA,ZZZ
ECON 469,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,SH688,365,AAA,ZZZ,
ECSE 200,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,33-35,AAA,ZZZ
ECSE 205,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2023 at 9:00 AM,19-Apr-2023 at 12:00 PM,GYM,MAIN GYM,14-22,AAA,ZZZ
ECSE 206,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Apr-2023 at 9:00 AM,20-Apr-2023 at 12:00 PM,GYM,305,1-7,Groups 1-8,
ECSE 206,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Apr-2023 at 9:00 AM,20-Apr-2023 at 12:00 PM,GYM,408,1-7,Groups 9-16,
ECSE 210,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,35-38,AAA,ZZZ
ECSE 222,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2023 at 9:00 AM,25-Apr-2023 at 12:00 PM,GYM,MAIN GYM,7-16,AAA,ZZZ
ECSE 223,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,27-Apr-2023 at 9:00 AM,27-Apr-2023 at 12:00 PM,GYM,MAIN GYM,36-38,AAA,ZZZ
ECSE 250,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Apr-2023 at 2:00 PM,14-Apr-2023 at 5:00 PM,GYM,MAIN GYM,1-11,AAA,ZZZ
ECSE 251,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,26-27,AAA,ZZZ
ECSE 307,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Apr-2023 at 2:00 PM,20-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,40-41,AAA,ZZZ
ECSE 308,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2023 at 2:00 PM,25-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,36-38,AAA,ZZZ
ECSE 310,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2023 at 9:00 AM,19-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,19-23,AAA,ZZZ
ECSE 316,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Apr-2023 at 9:00 AM,20-Apr-2023 at 12:00 PM,GYM,MAIN GYM,34-40,AAA,ZZZ
ECSE 321,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,27-Apr-2023 at 9:00 AM,27-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,42-44,AAA,ZZZ
ECSE 324,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
ECSE 325,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2023 at 9:00 AM,18-Apr-2023 at 12:00 PM,GYM,MAIN GYM,11-17,AAA,ZZZ
ECSE 331,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Apr-2023 at 9:00 AM,14-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,25-27,AAA,ZZZ
ECSE 343,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2023 at 2:00 PM,24-Apr-2023 at 5:00 PM,GYM,FIELD HOUSE,39-42,AAA,ZZZ
ECSE 354,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,27-Apr-2023 at 9:00 AM,27-Apr-2023 at 12:00 PM,GYM,MAIN GYM,31-34,AAA,ZZZ
ECSE 362,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 9:00 AM,21-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,43-44,AAA,ZZZ
ECSE 403,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,24-Apr-2023 at 2:00 PM,24-Apr-2023 at 5:00 PM,ENGTR,2100,AAA,ZZZ,
ECSE 425,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,GYM,305,1-7,AAA,LAH
ECSE 425,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,GYM,408,1-7,LAN,ZZZ,,
ECSE 427,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,28-Apr-2023 at 9:00 AM,28-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,8-20,AAA,ZZZ
ECSE 439,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2023 at 9:00 AM,25-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,38-39,AAA,ZZZ
ECSE 461,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2023 at 9:00 AM,24-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,32-36,AAA,ZZZ
ECSE 516,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,ENGTR,2100,AAA,ZZZ,
ECSE 539,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2023 at 9:00 AM,25-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,38-39,AAA,ZZZ
ECSE 539,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2023 at 9:00 AM,25-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,38-39,AAA,ZZZ
ECSE 596,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,14-Apr-2023 at 9:00 AM,14-Apr-2023 at 12:00 PM,ENGTR,2100,AAA,ZZZ,
ECSE 596,2,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,14-Apr-2023 at 9:00 AM,14-Apr-2023 at 12:00 PM,ENGTR,2100,AAA,ZZZ,
EDKP 206,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2023 at 9:00 AM,17-Apr-2023 at 12:00 PM,GYM,MAIN GYM,28-33,AAA,ZZZ
EDKP 208,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2023 at 9:00 AM,19-Apr-2023 at 12:00 PM,GYM,MAIN GYM,23-25,AAA,ZZZ
EDKP 342,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Apr-2023 at 9:00 AM,14-Apr-2023 at 12:00 PM,GYM,MAIN GYM,36-39,AAA,ZZZ
EDKP 391,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,GYM,MAIN GYM,43-45,AAA,ZZZ
EDKP 405,1,W2023,ONLINE - TAKE-HOME - 48 HOURS,17-Apr-2023 at 2:00 PM,19-Apr-2023 at 5:00 PM,TAKE,HOME,AAA,ZZZ,
EDKP 445,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 9:00 AM,21-Apr-2023 at 12:00 PM,GYM,MAIN GYM,41-42,AAA,ZZZ
EDKP 449,1,W2023,ONLINE - TIMED EXAM - 3 HOURS,27-Apr-2023 at 2:00 PM,27-Apr-2023 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
EDPE 208,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Apr-2023 at 2:00 PM,14-Apr-2023 at 5:00 PM,GYM,305,1-5,AAA,ZZZ
EDPE 208,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Apr-2023 at 2:00 PM,14-Apr-2023 at 5:00 PM,GYM,305,1-5,AAA,ZZZ
EDPE 375,1,W2023,ONLINE - TIMED EXAM - 48 HOURS,21-Apr-2023 at 2:00 PM,23-Apr-2023 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
EDPE 575,1,W2023,ONLINE - TIMED EXAM - 48 HOURS,17-Apr-2023 at 2:00 PM,19-Apr-2023 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
ENGL 203,1,W2023,ONLINE - TIMED EXAM - 3 HOURS,21-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
ENGL 225,1,W2023,ONLINE - TAKE-HOME - 72 HOURS,18-Apr-2023 at 9:00 AM,21-Apr-2023 at 12:00 PM,TAKE,HOME,AAA,ZZZ,
ENGL 228,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2023 at 9:00 AM,18-Apr-2023 at 12:00 PM,GYM,MAIN GYM,18-22,AAA,ZZZ
ENGL 250,1,W2023,ONLINE - TAKE-HOME - 72 HOURS,21-Apr-2023 at 2:00 PM,24-Apr-2023 at 5:00 PM,TAKE,HOME,AAA,ZZZ,
ENGL 279,1,W2023,ONLINE - TAKE-HOME - 5 DAYS,17-Apr-2023 at 9:00 AM,22-Apr-2023 at 12:00 PM,TAKE,HOME,AAA,ZZZ,
ENGL 315,1,W2023,ONLINE - TAKE-HOME,See instructor for details,14-Apr-2023 at 5:00 PM,TAKE,HOME,AAA,ZZZ,
ENGL 318,1,W2023,ONLINE - TIMED EXAM - 3 HOURS,19-Apr-2023 at 9:00 AM,19-Apr-2023 at 12:00 PM,ONLINE,EXAM,AAA,ZZZ,
ENGL 319,1,W2023,ONLINE - TAKE-HOME - 72 HOURS,14-Apr-2023 at 9:00 AM,17-Apr-2023 at 12:00 PM,TAKE,HOME,AAA,ZZZ,
ENGL 336,1,W2023,ONLINE - TAKE-HOME - 1 WEEK,12-Apr-2023 at 2:00 PM,19-Apr-2023 at 5:00 PM,TAKE,HOME,AAA,ZZZ,
ENGL 400,1,W2023,ONLINE - TAKE-HOME,See instructor for details,14-Apr-2023 at 5:00 PM,TAKE,HOME,AAA,ZZZ,
ENGL 418,1,W2023,ONLINE - TAKE-HOME - 9 DAYS,12-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,TAKE,HOME,AAA,ZZZ,
ENVB 305,1,W2023,IN-PERSON - FORMAL EXAM - MAC CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
ENVR 200,51,W2023,IN-PERSON - FORMAL EXAM - MAC CAMPUS,25-Apr-2023 at 9:00 AM,25-Apr-2023 at 12:00 PM,CENTEN,Ballroom,AAA,ZZZ,
ENVR 200,52,W2023,IN-PERSON - FORMAL EXAM - MAC CAMPUS,25-Apr-2023 at 9:00 AM,25-Apr-2023 at 12:00 PM,CENTEN,Ballroom,AAA,ZZZ,
ENVR 202,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,29-34,AAA,ZZZ
ENVR 202,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,29-34,AAA,ZZZ
ENVR 202,51,W2023,IN-PERSON - FORMAL EXAM - MAC CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,CENTEN,Ballroom,AAA,ZZZ,
ENVR 202,52,W2023,IN-PERSON - FORMAL EXAM - MAC CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,CENTEN,Ballroom,AAA,ZZZ,
ENVR 203,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Apr-2023 at 9:00 AM,20-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,7-14,AAA,ZZZ
ENVR 203,2,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Apr-2023 at 9:00 AM,20-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,7-14,AAA,ZZZ
EPSC 180,1,W2023,ONLINE - TIMED EXAM - 72 HOURS,14-Apr-2023 at 2:00 PM,17-Apr-2023 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
EPSC 181,1,W2023,ONLINE - TIMED EXAM - 3 HOURS,17-Apr-2023 at 9:00 AM,17-Apr-2023 at 12:00 PM,ONLINE,EXAM,AAA,ZZZ,
EPSC 201,1,W2023,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Apr-2023 at 9:00 AM,21-Apr-2023 at 12:00 PM,GYM,FIELD HOUSE,29-34,AAA,ZZZ
EPSC 212,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,ADAMS,315,AAA,ZZZ,
EPSC 225,1,W2023,ONLINE - TIMED EXAM - 3 HOURS,19-Apr-2023 at 2:00 PM,19-Apr-2023 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
EPSC 325,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,24-Apr-2023 at 9:00 AM,24-Apr-2023 at 12:00 PM,ADAMS,211,AAA,ZZZ,
EPSC 350,1,W2023,ONLINE - TAKE-HOME - 72 HOURS,18-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,TAKE,HOME,AAA,ZZZ,
EPSC 355,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2023 at 9:00 AM,26-Apr-2023 at 12:00 PM,ADAMS,315,AAA,ZZZ,
EPSC 445,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,28-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,ADAMS,315,AAA,ZZZ,
EPSC 510,1,W2023,ONLINE - TAKE-HOME - 72 HOURS,25-Apr-2023 at 2:00 PM,28-Apr-2023 at 5:00 PM,TAKE,HOME,AAA,ZZZ,
EPSC 549,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,24-Apr-2023 at 2:00 PM,24-Apr-2023 at 5:00 PM,ADAMS,211,AAA,ZZZ,
ESYS 104,1,W2023,ONLINE - TIMED EXAM - 3 HOURS,25-Apr-2023 at 2:00 PM,25-Apr-2023 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
ESYS 200,1,W2023,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Apr-2023 at 2:00 PM,21-Apr-2023 at 5:00 PM,BURNSIDE,306,AAA,ZZZ,
