Course,Section,Course_Title,Exam_Type,Exam_Start_Time,Exam_End_Time,Building,Room,Rows_From,Row_Start,Row_End
NUTR 546,1,Clinical Nutrition 3,IN-PERSON - FORMAL EXAM - MAC CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
NUTR 551,1,Analysis of Nutrition Data,IN-PERSON - FORMAL EXAM - MAC CAMPUS,7-Dec-2023 at 2:00 PM,7-Dec-2023 at 5:00 PM,CENTEN,Ballroom,,AAA,ZZZ
ORGB 690,71,Advanced Topics in Organizational Behaviour 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 6:00 PM,7-Dec-2023 at 9:00 PM,ARMST,60,,AAA,ZZZ
PARA 438,1,Immunology,IN-PERSON - FORMAL EXAM - MAC CAMPUS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
PHAR 200,1,Introduction to Pharmacology 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,33-37,AAA,ZZZ
PHAR 300,1,Drug Action,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 6:30 PM,7-Dec-2023 at 9:30 PM,GYM,Fieldhouse,36-41,AAA,ZZZ
PHAR 505,1,Structural Pharmacology,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 6:30 PM,14-Dec-2023 at 9:30 PM,GYM,Fieldhouse,26-27,AAA,ZZZ
PHAR 562,1,Neuropharmacology,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,STBIO,S1/4,,AAA,ZZZ
PHAR 563,1,Endocrine Pharmacology,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2023 at 2:00 PM,12-Dec-2023 at 5:00 PM,MCMED,208/209,,AAA,ZZZ
PHGY 209,1,Mammalian Physiology 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 6:30 PM,12-Dec-2023 at 9:30 PM,GYM,Fieldhouse,1-15,AAA,ZZZ
PHGY 209,2,Mammalian Physiology 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 6:30 PM,12-Dec-2023 at 9:30 PM,GYM,Fieldhouse,16-27,AAA,ZZZ
PHGY 212,1,Introductory Physiology Lab 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 2:00 PM,14-Dec-2023 at 5:00 PM,GYM,Fieldhouse,1-9,AAA,ZZZ
PHGY 311,1,"Channels, Synapses & Hormones",IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 6:30 PM,11-Dec-2023 at 9:30 PM,GYM,Fieldhouse,40-44,AAA,ZZZ
PHGY 314,1,Integrative Neuroscience,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,GYM,Fieldhouse,6-8,AAA,ZZZ
PHGY 488,1,Stem Cell Biology,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,MCMED,1027,,AAA,ZZZ
PHGY 508,1,Advanced Renal Physiology,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,MCMED,1027,,AAA,ZZZ
PHGY 524,1,Chronobiology,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,MCMED,1034,,AAA,ZZZ
PHIL 210,1,Intro to Deductive Logic 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 2:00 PM,7-Dec-2023 at 5:00 PM,GYM,Fieldhouse,20-30,AAA,ZZZ
PHIL 230,1,Intro to Moral Philosophy 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,GYM,Fieldhouse,35-42,AAA,ZZZ
PHIL 242,1,Intro to Feminist Theory,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,GYM,Fieldhouse,35-40,AAA,ZZZ
PHIL 306,1,Philosophy of Mind,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 2:00 PM,12-Dec-2023 at 5:00 PM,GYM,main gym,25-31,AAA,ZZZ
PHIL 343,1,Biomedical Ethics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,33-34,AAA,ZZZ
PHIL 348,1,Philosophy of Law 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,GYM,Fieldhouse,25-27,AAA,ZZZ
PHIL 353,1,The Presocratic Philosophers,ONLINE - TAKE-HOME - 72 HOURS,11-Dec-2023 at 2:00 PM,14-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
PHIL 354,1,Plato,ONLINE - TIMED EXAM - 3 HOURS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,ONLINE,EXAM,,AAA,ZZZ
PHIL 375,1,Existentialism,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 2:00 PM,13-Dec-2023 at 5:00 PM,GYM,main gym,29-35,AAA,ZZZ
PHIL 411,1,Topics in Phil of Logic & Math,ONLINE - TAKE-HOME - 72 HOURS,8-Dec-2023 at 9:00 AM,11-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
PHYS 101,1,Intro Physics - Mechanics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 2:00 PM,11-Dec-2023 at 5:00 PM,GYM,Fieldhouse,1-21,AAA,ZZZ
PHYS 131,1,Mechanics and Waves,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 6:30 PM,11-Dec-2023 at 9:30 PM,GYM,Fieldhouse,2-18,AAA,ZZZ
PHYS 180,1,"Space, Time & Matter",IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2023 at 9:00 AM,19-Dec-2023 at 12:00 PM,ENGMC,204,,AAA,ZZZ
PHYS 182,1,Our Evolving Universe,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,GYM,Fieldhouse,44-45,AAA,ZZZ
PHYS 224,1,Physics of Music,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,23-27,AAA,ZZZ
PHYS 230,1,Dynamics of Simple Systems,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,GYM,main gym,38-42,AAA,ZZZ
PHYS 242,1,Electricity & Magnetism,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,GYM,main gym,30-32,AAA,ZZZ
PHYS 251,1,Honours Classical Mechanics 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 2:00 PM,13-Dec-2023 at 5:00 PM,GYM,Studio 2,1-5,AAA,ZZZ
PHYS 253,1,Thermal Physics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,main gym,28-30,AAA,ZZZ
PHYS 260,1,Modern Physics and Relativity,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,ARTS,W-120,,AAA,ZZZ
PHYS 328,1,Electronics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,RPHYS,103,,AAA,ZZZ
PHYS 340,1,Majors Electricity & Magnetism,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,Fieldhouse,33-34,AAA,ZZZ
PHYS 346,1,Majors Quantum Physics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2023 at 2:00 PM,19-Dec-2023 at 5:00 PM,GYM,Fieldhouse,35-36,AAA,ZZZ
PHYS 350,1,Hons Electricity & Magnetism,ONLINE - TIMED EXAM - 3 HOURS,11-Dec-2023 at 2:00 PM,11-Dec-2023 at 5:00 PM,ONLINE,EXAM,,AAA,ZZZ
PHYS 352,1,Honours Electromagnetic Waves,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 2:00 PM,12-Dec-2023 at 5:00 PM,GYM,Fieldhouse,28,AAA,ZZZ
PHYS 357,1,Honours Quantum Physics 1,ONLINE - TIMED EXAM - 3 HOURS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,ONLINE,EXAM,,AAA,ZZZ
PHYS 434,1,Optics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,RPHYS,103,,AAA,ZZZ
PHYS 512,1,Comp. Phys. with Applications,ONLINE - TAKE-HOME - 72 HOURS,18-Dec-2023 at 2:00 PM,21-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
PHYS 521,1,Astrophysics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,RPHYS,105,,AAA,ZZZ
PHYS 551,1,Quantum Theory,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,Fieldhouse,18,AAA,ZZZ
PHYS 557,1,Nuclear Physics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,RPHYS,103,,AAA,ZZZ
PHYS 558,1,Solid State Physics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,ENGMC,12,,AAA,ZZZ
PHYS 559,1,Advanced Statistical Mechanics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2023 at 9:00 AM,19-Dec-2023 at 12:00 PM,ENGMC,12,,AAA,ZZZ
PLNT 300,1,Cropping Systems,IN-PERSON - FORMAL EXAM - MAC CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
PLNT 302,1,Forage Crops and Pastures,IN-PERSON - FORMAL EXAM - MAC CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,CENTEN,Ballroom,,AAA,ZZZ
PLNT 307,1,Agroecol of Vegetables&Fruits,IN-PERSON - FORMAL EXAM - MAC CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
PLNT 358,1,Flowering Plant Diversity,IN-PERSON - LAB EXAM - MAC CAMPUS,20-Dec-2023 at 2:00 PM,20-Dec-2023 at 5:00 PM,MSB,023/032,,AAA,ZZZ
POLI 212,1,Gov't&Politics-Developed World,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,GYM,Fieldhouse,30-37,AAA,ZZZ
POLI 221,1,Government of Canada,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,GYM,Fieldhouse,36-45,AAA,ZZZ
POLI 231,1,Intro to Political Theory,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 6:30 PM,12-Dec-2023 at 9:30 PM,GYM,Fieldhouse,28-38,AAA,ZZZ
POLI 244,1,Intl Politics: State Behaviour,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,GYM,Fieldhouse,17-31,AAA,ZZZ
POLI 325,1,U.S. Politics,ONLINE - TAKE-HOME - 48 HOURS,13-Dec-2023 at 2:00 PM,15-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
POLI 340,1,Developing Areas/Middle East,ONLINE - TAKE-HOME - 72 HOURS,12-Dec-2023 at 9:00 AM,15-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
POLI 341,1,Foreign Policy:The Middle East,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,main gym,31-40,AAA,ZZZ
POLI 354,1,Approaches to Intl Pol Econ,ONLINE - TAKE-HOME - 48 HOURS,12-Dec-2023 at 2:00 PM,14-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
POLI 355,1,The Politics of Intl Law,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,GYM,Fieldhouse,43-45,AAA,ZZZ
POLI 357,1,Politics:Contemporary Europe,ONLINE - TAKE-HOME - 72 HOURS,8-Dec-2023 at 9:00 AM,11-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
POLI 360,1,Security: War and Peace,ONLINE - TAKE-HOME - 72 HOURS,11-Dec-2023 at 2:00 PM,14-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
POLI 362,1,Political Theory and IR,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 2:00 PM,7-Dec-2023 at 5:00 PM,GYM,Fieldhouse,37-38,AAA,ZZZ
POLI 365,1,Democratic Theory,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,GYM,Fieldhouse,44-45,AAA,ZZZ
POLI 368,1,Political Theory & Indigeneity,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,GYM,main gym,38-41,AAA,ZZZ
POLI 371,1,Challenge of Cnd Federalism,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,main gym,34-36,AAA,ZZZ
POLI 372,1,Indigenous Pples&the Cnd State,ONLINE - TIMED EXAM - 3 HOURS,13-Dec-2023 at 2:00 PM,13-Dec-2023 at 5:00 PM,ONLINE,EXAM,,AAA,ZZZ
POLI 422,1,Developing Areas/Topics 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,30-32,AAA,ZZZ
POLI 422,2,Developing Areas/Topics 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,30-32,AAA,ZZZ
POLI 424,1,Media and Politics,ONLINE - TAKE-HOME - 72 HOURS,18-Dec-2023 at 2:00 PM,21-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
POLI 433,1,Hist of Pol/Soc Theory 3,IN-PERSON - TWO DAY ORAL EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,19-Dec-2023 at 5:00 PM,FERRIER,466,,AAA,ZZZ
POLI 442,1,Int'l Rel of Ethnic Conflict,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 6:30 PM,11-Dec-2023 at 9:30 PM,GYM,main gym,36-40,AAA,ZZZ
PSYC 100,1,Introduction to Psychology,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,GYM,Fieldhouse,1-23,AAA,ZZZ
PSYC 204,1,Intro to Psychological Stats,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 2:00 PM,12-Dec-2023 at 5:00 PM,GYM,Fieldhouse,1-16,AAA,ZZZ
PSYC 211,1,Intro Behavioural Neuroscience,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-28,AAA,ZZZ
PSYC 215,1,Social Psychology,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 2:00 PM,20-Dec-2023 at 5:00 PM,GYM,Fieldhouse,1-20,AAA,ZZZ
PSYC 304,1,Child Development,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 2:00 PM,11-Dec-2023 at 5:00 PM,GYM,main gym,15-41,AAA,ZZZ
PSYC 305,1,Statistics for Exper Design,ONLINE - TIMED EXAM - 72 HOURS,11-Dec-2023 at 9:00 AM,14-Dec-2023 at 9:00 AM,ONLINE,EXAM,,AAA,ZZZ
PSYC 310,1,Intelligence,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 6:30 PM,12-Dec-2023 at 9:30 PM,GYM,main gym,31-40,AAA,ZZZ
PSYC 311,1,Human Cognition and the Brain,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-15,AAA,ZZZ
PSYC 332,1,Intro to Personality,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 2:00 PM,14-Dec-2023 at 5:00 PM,GYM,Fieldhouse,10-21,AAA,ZZZ
PSYC 403,1,Modern Psych in Hist Persp,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-16,AAA,ZZZ
PSYC 408,1,Princip&Apps of Psychother,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 9:00 AM,14-Dec-2023 at 12:00 PM,GYM,Studio 1,1-7,AAA,MARK
PSYC 408,1,Princip&Apps of Psychother,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 9:00 AM,14-Dec-2023 at 12:00 PM,GYM,Studio 2,1-7,MART,ZZZ
PSYC 411,1,Discrimtn&Wellb:MargnlzdCommts,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2023 at 2:00 PM,19-Dec-2023 at 5:00 PM,GYM,Fieldhouse,37-44,AAA,ZZZ
PSYC 444,1,Sleep Mechanisms and Behaviour,ONLINE - TIMED EXAM - 72 HOURS,8-Dec-2023 at 9:00 AM,11-Dec-2023 at 9:00 AM,ONLINE,EXAM,,AAA,ZZZ
PSYC 474,1,Interpersonal Relationships,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-16,AAA,ZZZ
PSYC 526,1,Advances In Visual Perception,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,2001 McGill College,461,,AAA,ZZZ
PSYT 301,1,Issues in Drug Dependence,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,TBA,TBA,,AAA,ZZZ
QCST 300,1,Quebec Culture and Society,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 6:30 PM,12-Dec-2023 at 9:30 PM,GYM,main gym,7-8,AAA,ZZZ
RELG 205,1,Death and Dying,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,20-Dec-2023 at 2:00 PM,20-Dec-2023 at 5:00 PM,TBA,TBA,,AAA,ZZZ
RELG 252,1,Hinduism & Buddhism,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 2:00 PM,13-Dec-2023 at 5:00 PM,GYM,Fieldhouse,1-8,AAA,ZZZ
RELG 341,1,Intro:Philosophy of Religion,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,BIRKS,111,,AAA,ZZZ
RUSS 223,1,Russian 19c: Literary Giants 1,ONLINE - TAKE-HOME - 48 HOURS,11-Dec-2023 at 2:00 PM,13-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
RUSS 340,1,Russian Short Story,IN-PERSON - TWO DAY ORAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,12-Dec-2023 at 5:00 PM,SH680,495,,AAA,ZZZ
RUSS 369,1,Narrative&Memory: Russian Cult,ONLINE - TIMED EXAM - 3 HOURS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,ONLINE,EXAM,,AAA,ZZZ
SOCI 210,1,Sociological Perspectives,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 2:00 PM,12-Dec-2023 at 5:00 PM,GYM,Fieldhouse,40-46,AAA,ZZZ
SOCI 211,1,Sociological Inquiry,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 2:00 PM,20-Dec-2023 at 5:00 PM,GYM,main gym,23-32,AAA,ZZZ
SOCI 212,1,International Migration,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,13-Dec-2023 at 2:00 PM,13-Dec-2023 at 5:00 PM,STBIO,S1/3,,AAA,ZZZ
SOCI 222,1,Urban Sociology,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2023 at 9:00 AM,19-Dec-2023 at 12:00 PM,GYM,main gym,35-42,AAA,ZZZ
SOCI 247,1,Family & Modern Society,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,42-46,AAA,ZZZ
SOCI 304,1,Sociology of the Welfare State,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 6:30 PM,14-Dec-2023 at 9:30 PM,GYM,Fieldhouse,30-32,AAA,ZZZ
SOCI 326,1,Political Sociology 01,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,30-32,AAA,ZZZ
SOCI 333,1,Social Stratification,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,37-40,AAA,ZZZ
SOCI 335,1,Soci of Aging & the Life Crse,ONLINE - TAKE-HOME - 72 HOURS,12-Dec-2023 at 2:00 PM,15-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
SWRK 221,1,Public Socl Services in Canada,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,21-22,AAA,ZZZ
WILD 302,1,Fish Ecology,IN-PERSON - FORMAL EXAM - MAC CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
WILD 307,1,Natural History of Vertebrates,IN-PERSON - FORMAL EXAM - MAC CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,CENTEN,Ballroom,,AAA,ZZZ
WILD 401,3,Fisheries&Wildlife Management,IN-PERSON - FORMAL EXAM - MAC CAMPUS,19-Dec-2023 at 9:00 AM,19-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
WILD 420,1,Ornithology,ONLINE - TAKE-HOME - 48 HOURS,11-Dec-2023 at 9:00 AM,13-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
